surface	character	archetype_or_deck	pilot	cut	n_runs	n_fights	n_combats	seed	stamp	damage_all_ops	damage_from_reactions	damage_from_base_ops	share_pooled	share_pooled_ci_lo	share_pooled_ci_hi	share_fight_mean	share_fight_mean_ci_lo	share_fight_mean_ci_hi	amp	splash	dot	reactions	reactions_per_fight	fights_with_any_reaction_damage	aura_ops_total	aura_ops_per_fight	aura_ops_detail	aura_applications	aura_applications_per_fight	aura_applications_by_source	aura_applications_by_element	auras_wasted	reactions_by_name	reaction_payoff_evaluated	reaction_payoff_fired	reaction_payoff_rate	reaction_payoff_detail	reaction_payoff_absent	aura_payoff_evaluated	aura_payoff_fired	aura_payoff_rate	aura_payoff_detail	aura_payoff_absent	payoff_cards_drafted
battery	klee	demolition_weighted	demolition	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	410000	0	410000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	8722	2.492	hit=8722	pyro=8722	736	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	spark_weighted	spark	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	0	75000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	1823	3.646	hit=1823	pyro=1823	823	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	spark_weighted	spark	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	0	30000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	529	1.058	hit=529	pyro=529	29	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	spark_weighted	spark	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	92500	0	92500	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	3389	3.389	hit=3389	pyro=3389	389	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	spark_weighted	spark	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	57500	0	57500	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	557	1.114	hit=557	pyro=557	57	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	spark_weighted	spark	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	0	35000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	2824	5.648	hit=2824	pyro=2824	324	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	spark_weighted	spark	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	119839	0	119839	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	629	1.258	hit=629	pyro=629	129	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	spark_weighted	spark	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	409839	0	409839	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	9751	2.786	hit=9751	pyro=9751	1751	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	klee	reaction_weighted	reaction	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	17153	57847	0.22871	0.22293	0.23448	0.22871	0.22299	0.23443	3782	13082	289	3623	7.246	500	1095	2.19	apply_aura=462;swirl=633	4725	9.45	apply_aura_op=98;hit=3777;swirl_spread=850	cryo=47;electro=263;hydro=160;pyro=4255	305	electrocharged=46;frozen=11;melt=589;overload=1417;superconduct=16;swirl=520;vaporize=1024	1034	35	0.03385	reaction_triggered_by_this=35/1034	reaction_triggered_this_turn	983	44	0.04476	target_has_nonpyro_aura=44/983	-	
battery	klee	reaction_weighted	reaction	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	4447	25553	0.14823	0.14277	0.15377	0.14823	0.1426	0.15386	1654	2793	0	1237	2.474	490	344	0.688	apply_aura=123;swirl=221	1616	3.232	apply_aura_op=27;hit=1414;swirl_spread=175	cryo=16;electro=97;hydro=46;pyro=1457	0	electrocharged=19;frozen=4;melt=223;overload=482;superconduct=6;swirl=175;vaporize=328	404	20	0.0495	reaction_triggered_by_this=20/404	reaction_triggered_this_turn	372	14	0.03763	target_has_nonpyro_aura=14/372	-	
battery	klee	reaction_weighted	reaction	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	92500	18753	73747	0.20274	0.19525	0.21014	0.21986	0.21032	0.22941	4644	13814	295	3731	3.731	982	1281	1.281	apply_aura=599;swirl=682	6013	6.013	apply_aura_op=94;hit=4938;swirl_spread=981	cryo=80;electro=345;hydro=224;pyro=5364	161	electrocharged=57;frozen=10;melt=597;overload=1370;superconduct=23;swirl=501;vaporize=1173	1173	66	0.05627	reaction_triggered_by_this=66/1173	reaction_triggered_this_turn	1113	78	0.07008	target_has_nonpyro_aura=78/1113	-	
battery	klee	reaction_weighted	reaction	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	57500	8587	48913	0.14934	0.14534	0.15351	0.14934	0.14518	0.1535	2962	5393	232	2540	5.08	500	892	1.784	apply_aura=440;swirl=452	2931	5.862	apply_aura_op=24;hit=2584;swirl_spread=323	cryo=43;electro=173;hydro=76;pyro=2639	4	electrocharged=32;frozen=8;melt=414;overload=916;superconduct=15;swirl=323;vaporize=832	784	39	0.04974	reaction_triggered_by_this=39/784	reaction_triggered_this_turn	715	35	0.04895	target_has_nonpyro_aura=35/715	-	
battery	klee	reaction_weighted	reaction	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	10160	24840	0.29029	0.27366	0.30677	0.29029	0.27384	0.30673	1640	8459	61	1184	2.368	482	366	0.732	apply_aura=145;swirl=221	3068	6.136	apply_aura_op=59;hit=2355;swirl_spread=654	cryo=38;electro=170;hydro=137;pyro=2723	152	electrocharged=24;frozen=3;melt=181;overload=460;superconduct=11;swirl=174;vaporize=331	390	23	0.05897	reaction_triggered_by_this=23/390	reaction_triggered_this_turn	405	35	0.08642	target_has_nonpyro_aura=35/405	-	
battery	klee	reaction_weighted	reaction	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	120000	15161	104839	0.12634	0.12341	0.12907	0.12634	0.12349	0.12919	5073	9684	404	4327	8.654	500	1413	2.826	apply_aura=668;swirl=745	4743	9.486	apply_aura_op=50;hit=4128;swirl_spread=565	cryo=58;electro=221;hydro=106;pyro=4358	7	electrocharged=45;frozen=15;melt=702;overload=1629;superconduct=21;swirl=565;vaporize=1350	1246	35	0.02809	reaction_triggered_by_this=35/1246	reaction_triggered_this_turn	1139	43	0.03775	target_has_nonpyro_aura=43/1139	-	
battery	klee	reaction_weighted	reaction	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	410000	74261	335739	0.18112	0.17795	0.18424	0.19752	0.19328	0.20176	19755	53225	1281	16642	4.7549	3454	5391	1.5403	apply_aura=2437;swirl=2954	23096	6.5989	apply_aura_op=352;hit=19196;swirl_spread=3548	cryo=282;electro=1269;hydro=749;pyro=20796	629	electrocharged=223;frozen=51;melt=2706;overload=6274;superconduct=92;swirl=2258;vaporize=5038	5031	218	0.04333	reaction_triggered_by_this=218/5031	reaction_triggered_this_turn	4727	249	0.05268	target_has_nonpyro_aura=249/4727	-	
battery	furina	starter	generic	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	74261	0	74261	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	2319	4.638	hit=2319	hydro=2319	1425	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	starter	generic	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	0	30000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	343	0.686	hit=343	hydro=343	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	starter	generic	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	74922	0	74922	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	790	0.79	hit=790	hydro=790	58	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	starter	generic	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	41044	0	41044	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	18	0.036	hit=18	hydro=18	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	starter	generic	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	0	35000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	772	1.544	hit=772	hydro=772	58	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	starter	generic	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	113134	0	113134	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	433	0.866	hit=433	hydro=433	34	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	starter	generic	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	368361	0	368361	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	4675	1.3357	hit=4675	hydro=4675	1575	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	salon_weighted	salon	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	303	74697	0.00404	0.00249	0.0058	0.00404	0.00242	0.00566	29	0	274	190	0.38	43	633	1.266	apply_aura=10;refresh_all_auras=540;swirl=83	1876	3.752	hit=1758;swirl_spread=118	cryo=3;electro=6;hydro=1865;pyro=2	682	electrocharged=54;frozen=52;swirl=70;vaporize=14	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	salon_weighted	salon	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	8	29992	0.00027	0.0	0.00067	0.00027	-0.0001	0.00064	0	0	8	17	0.034	2	323	0.646	apply_aura=4;refresh_all_auras=297;swirl=22	609	1.218	hit=598;swirl_spread=11	cryo=4;hydro=604;pyro=1	100	electrocharged=2;frozen=4;swirl=11	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	salon_weighted	salon	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	92500	54	92446	0.00058	0.00028	0.00093	0.00047	0.00021	0.00073	24	0	30	72	0.072	14	585	0.585	apply_aura=5;refresh_all_auras=519;swirl=61	1808	1.808	apply_aura_op=1;hit=1772;swirl_spread=35	cryo=2;electro=1;hydro=1805	151	electrocharged=8;frozen=27;swirl=29;vaporize=8	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	salon_weighted	salon	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	57500	61	57439	0.00106	0.00056	0.00163	0.00106	0.00052	0.0016	27	0	34	70	0.14	16	442	0.884	apply_aura=5;refresh_all_auras=399;swirl=38	660	1.32	apply_aura_op=1;hit=635;swirl_spread=24	cryo=2;electro=1;hydro=657	102	electrocharged=9;frozen=28;swirl=24;vaporize=9	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	salon_weighted	salon	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	0	35000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	3	0.006	0	150	0.3	refresh_all_auras=129;swirl=21	1145	2.29	hit=1136;swirl_spread=9	hydro=1145	48	swirl=3	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	salon_weighted	salon	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	120000	317	119683	0.00264	0.00189	0.00347	0.00264	0.00185	0.00343	68	0	249	210	0.42	47	803	1.606	apply_aura=16;refresh_all_auras=701;swirl=86	826	1.652	hit=751;swirl_spread=75	cryo=3;electro=3;hydro=820	125	electrocharged=33;frozen=80;swirl=75;vaporize=22	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	salon_weighted	salon	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	410000	743	409257	0.00181	0.00145	0.00223	0.00128	0.00099	0.00157	148	0	595	562	0.1606	122	2936	0.8389	apply_aura=40;refresh_all_auras=2585;swirl=311	6924	1.9783	apply_aura_op=2;hit=6650;swirl_spread=272	cryo=14;electro=11;hydro=6896;pyro=3	1208	electrocharged=106;frozen=191;swirl=212;vaporize=53	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	spotlight_weighted	spotlight	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	9242	65758	0.12323	0.1166	0.12948	0.12323	0.11679	0.12966	6779	1898	565	2679	5.358	469	1864	3.728	apply_aura=1416;swirl=448	4571	9.142	apply_aura_op=638;hit=3438;swirl_spread=495	cryo=115;electro=146;hydro=1574;pyro=2736	1226	electrocharged=99;frozen=77;melt=169;overload=195;superconduct=6;swirl=309;vaporize=1824	82	55	0.67073	reaction_triggered_by_this=55/82	reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	spotlight_weighted	spotlight	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	2851	27149	0.09503	0.0879	0.1019	0.09503	0.08774	0.10232	2535	245	71	761	1.522	339	595	1.19	apply_aura=474;swirl=121	1312	2.624	apply_aura_op=258;hit=982;swirl_spread=72	cryo=37;electro=46;hydro=446;pyro=783	241	electrocharged=35;frozen=19;melt=47;overload=44;superconduct=1;swirl=72;vaporize=543	17	8	0.47059	reaction_triggered_by_this=8/17	reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	spotlight_weighted	spotlight	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	90729	6980	83749	0.07693	0.07134	0.08247	0.07211	0.06653	0.07769	5597	1049	334	1685	1.685	579	1481	1.481	apply_aura=1183;swirl=298	4981	4.981	apply_aura_op=659;hit=4054;swirl_spread=268	cryo=90;electro=127;hydro=1209;pyro=3555	999	electrocharged=54;frozen=59;melt=81;overload=129;superconduct=4;swirl=163;vaporize=1195	34	25	0.73529	reaction_triggered_by_this=25/34	reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	spotlight_weighted	spotlight	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	56970	5204	51766	0.09135	0.08585	0.09696	0.09077	0.08506	0.09647	4243	673	288	1391	2.782	412	1130	2.26	apply_aura=899;swirl=231	2273	4.546	apply_aura_op=417;hit=1726;swirl_spread=130	cryo=67;electro=78;hydro=741;pyro=1387	568	electrocharged=42;frozen=47;melt=82;overload=114;superconduct=3;swirl=130;vaporize=973	27	20	0.74074	reaction_triggered_by_this=20/27	reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	spotlight_weighted	spotlight	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	1907	33093	0.05449	0.04514	0.0648	0.05449	0.04509	0.06388	1471	424	12	323	0.646	169	361	0.722	apply_aura=287;swirl=74	2739	5.478	apply_aura_op=240;hit=2360;swirl_spread=139	cryo=27;electro=44;hydro=460;pyro=2208	444	electrocharged=7;frozen=8;melt=11;overload=24;swirl=34;vaporize=239	8	4	0.5	reaction_triggered_by_this=4/8	reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	spotlight_weighted	spotlight	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	117155	12482	104673	0.10654	0.10141	0.11166	0.10529	0.10003	0.11055	10175	1258	1049	3030	6.06	464	2058	4.116	apply_aura=1554;swirl=504	4067	8.134	apply_aura_op=636;hit=3118;swirl_spread=313	cryo=126;electro=139;hydro=1638;pyro=2164	745	electrocharged=117;frozen=115;melt=195;overload=210;superconduct=6;swirl=313;vaporize=2074	76	47	0.61842	reaction_triggered_by_this=47/76	reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	spotlight_weighted	spotlight	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	404854	38666	366188	0.09551	0.09286	0.09828	0.08757	0.08475	0.0904	30800	5547	2319	9869	2.8197	2432	7489	2.1397	apply_aura=5813;swirl=1676	19943	5.698	apply_aura_op=2848;hit=15678;swirl_spread=1417	cryo=462;electro=580;hydro=6068;pyro=12833	4223	electrocharged=354;frozen=325;melt=585;overload=716;superconduct=20;swirl=1021;vaporize=6848	244	159	0.65164	reaction_triggered_by_this=159/244	reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	fanfare_weighted	fanfare	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	61	74939	0.00081	0.00029	0.00145	0.00081	0.00022	0.00141	13	0	48	45	0.09	11	80	0.16	apply_aura=20;swirl=60	593	1.186	apply_aura_op=17;hit=562;swirl_spread=14	cryo=68;electro=27;hydro=483;pyro=15	186	electrocharged=8;frozen=20;swirl=10;vaporize=7	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	fanfare_weighted	fanfare	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	1	29999	3e-05	0.0	0.0001	3e-05	-3e-05	0.0001	1	0	0	8	0.016	1	31	0.062	apply_aura=6;swirl=25	159	0.318	apply_aura_op=6;hit=150;swirl_spread=3	cryo=18;electro=5;hydro=132;pyro=4	28	electrocharged=1;frozen=3;swirl=3;vaporize=1	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	fanfare_weighted	fanfare	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	92500	17	92483	0.00018	0.0	0.00049	0.00017	-1e-05	0.00035	6	0	11	12	0.012	4	68	0.068	apply_aura=13;swirl=55	274	0.274	apply_aura_op=12;hit=252;swirl_spread=10	cryo=36;electro=9;hydro=214;pyro=15	32	electrocharged=2;frozen=2;swirl=6;vaporize=2	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	fanfare_weighted	fanfare	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	57500	13	57487	0.00023	0.0	0.00054	0.00023	-5e-05	0.0005	6	0	7	9	0.018	3	41	0.082	apply_aura=7;swirl=34	148	0.296	apply_aura_op=7;hit=137;swirl_spread=4	cryo=27;electro=7;hydro=104;pyro=10	27	electrocharged=1;frozen=2;swirl=4;vaporize=2	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
